sessions_per_week,avg_session_duration_min,daily_active_minutes,feature_clicks_per_session,notifications_opened_per_week,in_app_search_count,pages_viewed_per_session,crash_events_last_30_days,support_tickets_raised,days_since_last_login,ads_clicked_last_30_days,content_downloads,social_shares,engagement_score,account_age_days
9,39.48,28.96,15,4,2,3,1,1,27,4,3,2,67.65,400
12,6.51,16.37,7,3,2,20,0,0,23,9,2,3,63.52,937
11,24.56,41.03,11,6,5,9,0,1,12,5,4,3,55.25,602
4,10.83,57.38,4,6,4,22,2,0,2,1,3,3,85.81,371
13,12.1,68.1,14,8,7,11,0,0,22,13,1,2,66.92,396
3,13.18,64.25,14,5,4,22,0,0,24,4,9,0,79.91,411
3,26.18,35.46,10,5,1,5,0,0,17,9,6,4,54.13,353
8,10.62,37.75,11,3,6,9,1,0,18,3,4,0,99.36,1137
9,14.93,60.44,11,6,5,10,1,0,23,7,3,2,64.84,1089
8,20.29,20.82,14,6,4,8,0,0,30,6,5,4,60.71,217
12,17.96,26.43,16,8,9,8,0,1,44,6,6,0,83.68,435
2,18.3,20.49,10,7,7,24,0,0,27,7,3,3,62.16,637
5,9.4,17.65,13,2,3,24,1,0,5,3,3,5,80.39,953
6,20.56,87.21,11,8,3,22,0,1,18,4,2,2,56.5,131
16,37.13,45.9,10,4,3,5,0,0,4,2,4,2,59.93,1145
11,32.83,29.28,10,4,4,3,0,0,22,6,4,2,59.2,350
8,5.3,50.88,7,5,3,12,1,0,22,5,2,1,86.64,408
3,18.83,38.86,12,3,2,19,0,0,25,5,3,2,91.65,656
8,27.2,75.83,9,10,3,20,1,1,7,6,2,5,78.02,510
10,9.73,64.11,12,4,5,9,0,0,13,9,3,2,83.88,456
16,6.82,56.42,8,8,3,15,0,0,15,5,2,0,66.21,858
8,13.59,31.0,19,7,4,17,0,0,21,7,2,3,68.93,394
9,3.64,18.14,15,7,3,21,0,0,33,6,3,3,52.17,486
7,17.64,30.42,16,3,4,20,0,0,11,4,3,2,51.21,131
4,13.02,55.33,13,9,4,6,0,0,38,11,4,2,84.15,506
12,6.26,24.9,9,5,5,12,0,0,32,6,2,3,76.46,1116
13,28.68,79.24,13,4,0,9,0,0,7,6,2,2,48.57,232
9,5.61,17.35,8,4,5,16,0,0,19,5,5,3,86.17,1031
10,11.08,51.45,15,3,4,7,0,0,26,6,3,1,66.29,288
8,12.95,69.79,17,3,3,9,0,1,40,11,6,1,68.0,1155
8,18.68,19.1,20,4,2,10,0,0,15,5,7,2,59.92,694
5,4.23,45.24,9,3,0,4,0,0,11,8,4,4,33.82,289
9,10.19,16.5,9,3,1,21,0,0,23,5,5,2,60.57,653
10,12.27,33.6,13,9,6,17,0,1,16,1,4,2,46.78,725
7,18.37,32.41,13,10,2,21,0,0,21,5,3,0,45.01,765
4,41.02,51.91,11,11,3,16,1,0,23,7,0,4,88.91,396
8,17.51,78.07,8,6,5,17,0,0,34,6,5,2,77.68,270
9,9.47,63.12,11,4,6,14,0,0,5,9,1,3,62.68,701
5,5.73,47.73,13,9,1,11,0,0,26,9,4,3,77.75,1101
9,30.32,27.72,5,3,3,15,0,0,25,5,5,2,57.96,761
11,2.74,115.16,13,5,3,24,0,0,8,6,3,3,69.37,525
10,7.62,9.74,14,10,5,16,0,1,21,7,2,6,50.63,460
12,11.85,36.07,8,5,5,16,0,0,31,4,4,3,72.4,71
8,2.33,52.73,12,2,7,8,0,0,33,6,6,2,70.32,197
5,2.84,57.22,15,6,8,16,0,0,7,4,3,2,73.69,696
8,21.84,31.03,16,2,1,22,0,1,28,6,2,3,53.14,1124
12,1.88,30.05,15,1,4,21,0,0,19,2,3,4,82.06,655
7,9.75,21.28,8,9,3,12,1,0,34,3,2,4,56.79,431
4,23.72,71.88,11,5,6,20,0,0,11,6,2,3,68.38,801
9,22.58,71.89,15,6,5,8,0,0,14,7,1,4,83.15,103
13,11.8,23.82,15,4,4,4,0,0,14,7,1,3,52.68,1197
14,10.36,30.59,12,9,6,15,0,0,32,5,2,3,82.43,1159
5,13.48,68.61,11,1,5,10,0,1,19,5,2,3,54.98,76
2,15.63,54.97,10,9,0,6,0,1,6,9,4,0,61.5,839
8,29.36,24.4,17,5,6,16,0,1,9,6,3,1,44.59,127
8,27.16,32.18,12,4,2,20,0,2,8,3,3,3,64.6,1039
13,4.83,39.8,7,4,7,19,2,0,13,4,5,5,73.71,508
7,5.52,21.98,13,3,6,23,1,0,42,4,6,1,79.14,318
5,34.27,63.31,16,12,7,23,0,0,0,10,1,2,78.87,118
8,16.36,45.46,5,4,4,9,0,0,44,7,1,3,50.18,455
9,11.19,49.82,20,5,5,10,0,1,2,7,5,1,42.93,389
4,3.92,18.79,8,5,4,22,0,0,8,8,0,2,58.45,1145
7,13.99,51.3,9,5,7,4,0,0,21,5,0,2,65.15,274
9,8.53,63.73,11,9,4,19,0,0,35,7,1,2,72.79,768
4,30.79,24.24,9,5,4,7,0,0,37,3,1,2,50.89,839
3,3.45,40.29,5,2,3,13,1,0,6,7,4,2,69.0,235
7,16.87,73.61,10,5,6,7,1,0,16,4,1,1,70.14,117
6,7.51,24.83,15,4,4,17,1,0,39,3,3,1,41.11,953
6,43.06,43.7,8,3,6,17,0,0,7,8,1,2,53.45,841
3,16.22,47.08,11,2,3,23,2,1,12,8,5,1,63.12,857
8,28.56,27.04,9,4,3,15,1,0,2,9,4,0,64.63,268
5,16.89,75.11,18,5,5,24,1,0,25,7,4,1,63.57,493
7,15.39,82.88,16,5,6,11,0,0,39,9,3,0,62.32,28
5,10.75,69.81,11,6,3,22,0,0,28,7,4,3,60.52,930
7,34.64,72.03,14,5,4,23,0,0,36,3,4,2,47.06,718
4,19.57,50.75,12,1,6,21,0,0,40,2,3,2,81.58,112
9,5.91,59.5,14,4,8,3,1,0,5,5,3,0,53.53,1101
6,21.29,27.56,15,9,2,14,0,1,18,10,1,4,65.29,257
9,8.78,44.4,10,5,6,12,0,0,22,4,6,1,53.37,110
12,7.44,32.66,9,7,7,23,1,0,32,6,3,4,87.69,1019
4,9.03,31.71,16,5,2,21,0,0,22,4,3,3,50.06,1025
9,25.98,59.5,11,4,5,16,0,0,23,3,4,1,76.86,434
9,20.33,82.24,10,3,2,7,0,1,32,7,2,0,57.24,71
8,4.55,39.4,10,3,3,6,0,1,21,8,4,4,91.23,607
7,9.25,76.59,12,8,9,21,0,0,28,7,2,2,48.27,718
9,12.46,67.13,15,6,5,18,0,0,40,4,5,2,59.82,787
16,6.46,66.35,18,5,4,18,1,0,0,5,1,1,56.14,172
3,12.53,60.78,13,4,4,21,0,0,14,9,7,2,80.8,462
3,11.81,24.75,10,8,3,6,0,0,22,3,8,1,67.44,952
11,27.02,39.25,15,6,5,12,1,0,0,4,2,2,46.83,239
8,14.3,16.31,9,6,6,12,0,0,14,5,1,2,69.65,54
11,1.14,39.89,12,4,7,4,1,0,30,4,7,1,82.55,456
14,33.23,47.69,17,2,3,20,1,0,44,9,1,3,62.34,221
9,3.72,41.25,17,9,2,7,0,0,4,6,6,1,44.38,404
16,20.56,51.8,17,4,0,18,1,0,24,1,4,1,44.9,481
5,14.99,22.06,9,4,5,5,0,0,34,10,6,4,54.02,686
7,14.04,26.84,18,5,1,17,1,0,28,3,3,2,79.6,189
12,7.13,51.86,12,4,5,8,2,1,32,8,1,3,70.55,121
8,14.45,65.07,21,7,3,6,0,0,15,10,2,0,68.07,989
4,1.83,16.85,14,5,6,13,1,0,32,9,3,1,65.28,1064
11,7.04,47.32,13,8,4,7,1,0,13,7,3,1,73.33,879
11,10.12,62.82,16,4,2,6,2,0,23,9,3,0,59.4,497
10,5.72,21.76,11,3,2,8,0,0,24,8,4,1,31.5,169
4,4.3,48.48,5,4,6,16,0,0,26,5,3,2,45.64,177
10,6.97,43.35,13,8,10,14,0,1,29,4,3,6,74.1,678
2,27.0,47.02,12,5,3,19,1,0,4,0,4,2,47.86,1092
11,12.68,20.49,15,7,0,9,0,0,37,3,2,4,69.29,274
6,10.76,38.28,8,5,4,3,0,0,40,4,2,1,59.88,1004
4,28.75,23.81,12,8,6,11,0,0,24,9,1,0,45.12,299
14,17.33,64.34,14,3,3,22,0,1,11,5,2,1,81.4,628
7,25.57,76.43,10,6,6,3,1,0,10,2,1,2,77.88,236
10,12.09,56.11,10,4,3,8,0,0,4,13,3,5,28.22,852
8,10.75,50.08,15,4,1,19,0,2,44,6,2,1,53.85,1073
5,3.29,43.6,16,8,3,7,2,0,16,1,6,3,39.94,473
5,6.92,9.21,14,7,3,23,0,0,39,4,4,0,72.72,913
8,11.96,39.01,13,6,3,19,1,0,37,4,4,2,45.75,423
8,1.91,28.22,11,7,4,16,0,1,24,6,3,2,65.92,724
6,11.43,51.1,5,6,5,5,0,0,18,6,4,4,64.07,1096
9,11.09,22.17,17,5,2,11,0,0,16,4,6,2,77.7,978
3,21.61,23.24,17,5,4,11,0,0,23,3,0,2,82.65,871
9,5.01,23.29,12,7,3,23,0,0,42,1,3,1,52.65,156
5,5.09,50.8,13,5,3,11,0,0,11,9,1,2,54.34,568
14,38.41,56.58,18,3,6,16,0,0,1,8,2,2,27.99,866
4,7.45,53.92,14,4,3,14,0,0,43,4,4,3,54.09,561
11,19.85,59.72,15,4,4,7,0,0,44,7,1,0,59.24,211
9,11.71,78.7,8,3,1,14,0,0,39,3,3,4,77.93,209
10,16.68,50.46,9,1,2,15,2,0,35,6,4,4,63.01,1057
6,3.94,38.67,9,2,7,7,2,0,21,5,3,3,60.0,273
11,21.72,50.97,10,5,2,22,1,0,3,10,2,1,56.65,800
6,22.54,5.0,13,11,1,16,0,0,9,10,3,2,63.35,1153
10,8.15,35.5,10,4,6,13,0,1,43,5,1,3,63.0,694
10,34.93,53.32,9,4,4,18,0,2,28,9,4,3,80.81,174
10,11.78,40.27,14,4,4,4,1,0,8,6,3,2,68.93,592
6,7.91,55.37,12,2,1,10,2,1,3,8,1,4,80.84,1081
8,22.96,46.42,10,6,8,11,0,0,5,8,4,4,76.13,1124
7,13.64,21.44,12,3,5,22,0,0,1,8,2,2,73.42,642
10,10.76,45.41,14,7,2,11,1,0,14,10,3,2,63.23,1124
12,2.26,35.89,9,6,1,22,0,0,19,3,4,2,60.84,779
2,15.68,26.62,11,7,3,8,0,0,1,3,3,2,88.04,22
6,3.89,47.35,10,7,3,16,0,0,4,4,3,1,53.51,1128
7,10.07,12.44,20,4,4,21,0,0,42,4,4,1,65.19,53
12,7.1,43.25,6,8,5,16,2,0,15,10,5,1,71.84,879
6,19.56,42.26,18,6,3,14,0,0,21,10,3,1,59.42,528
8,18.26,67.79,15,5,5,23,0,0,42,2,1,0,48.75,44
14,7.04,32.86,12,5,7,10,0,0,14,8,5,2,67.95,397
8,14.85,37.28,14,11,7,13,1,1,1,5,2,2,21.72,974
12,15.41,7.09,14,8,2,16,0,0,5,9,2,1,70.01,343
9,15.64,29.66,9,7,3,7,0,0,12,5,5,3,55.2,531
8,16.52,45.03,12,4,4,12,0,0,42,11,1,1,76.98,1156
13,10.67,23.58,12,4,2,10,0,0,11,6,2,4,61.36,636
11,11.66,14.56,10,6,8,19,0,1,17,3,2,2,48.56,247
6,16.21,23.61,13,5,2,10,0,0,29,7,2,3,60.45,1107
7,23.04,58.78,15,6,8,22,1,0,0,12,2,3,65.93,347
6,10.99,37.3,15,4,5,10,0,0,1,7,3,1,56.56,1100
3,1.97,62.04,11,6,3,12,2,0,37,5,5,3,68.31,81
9,19.33,49.17,8,5,6,7,0,0,40,2,6,0,37.53,716
6,17.9,67.75,11,8,5,19,0,1,16,3,1,2,55.08,819
9,7.47,54.04,11,5,2,17,0,0,26,6,4,0,33.67,904
10,19.31,46.81,9,1,7,22,1,0,11,5,2,2,61.62,149
8,21.47,44.79,11,3,5,12,1,0,28,11,3,1,86.9,1183
6,14.05,58.79,11,8,6,5,0,0,9,3,1,3,49.81,748
8,5.5,25.64,10,7,6,6,1,1,15,6,1,1,61.19,156
11,7.45,46.64,8,3,3,20,0,0,2,5,1,3,70.52,751
11,3.88,42.21,12,5,5,3,1,0,30,3,5,1,78.39,1025
7,2.41,54.39,15,3,7,6,0,0,23,3,2,2,64.88,816
8,26.09,14.06,7,4,1,19,0,0,28,9,3,2,41.27,1004
7,6.68,80.47,14,5,5,20,0,0,6,3,4,5,69.58,665
8,8.16,36.09,15,7,2,15,0,0,23,4,5,3,50.5,724
10,17.04,47.89,14,3,4,14,1,1,20,9,8,0,46.23,51
4,17.72,60.54,16,0,2,15,3,1,39,7,3,3,85.55,527
9,7.92,27.07,18,8,2,8,0,0,26,10,3,2,47.1,985
3,24.22,63.1,11,9,4,11,0,0,40,3,2,0,73.12,906
9,4.79,52.93,15,2,8,22,1,0,41,4,2,3,75.53,84
10,7.83,53.73,17,1,4,4,0,0,1,3,1,1,67.62,423
8,14.71,58.88,13,2,3,16,0,0,38,13,4,1,75.7,50
4,18.38,41.26,10,7,3,16,0,1,39,4,0,2,47.34,935
3,9.74,48.95,16,2,2,18,0,0,12,6,2,2,62.63,103
7,38.94,18.47,10,7,7,7,0,0,14,6,5,5,71.37,589
3,13.9,60.59,10,2,5,24,0,0,8,6,1,4,42.16,774
10,31.3,64.55,15,3,8,7,2,1,43,4,3,6,91.98,1041
10,3.59,56.09,13,5,5,11,0,1,23,9,0,6,60.89,1164
6,7.47,18.75,11,3,5,14,0,1,4,7,4,2,89.36,955
6,19.97,25.3,11,5,4,4,2,0,36,5,4,2,64.52,337
14,4.79,51.33,13,8,4,15,0,0,15,8,2,3,68.99,162
8,8.19,38.8,14,7,3,22,0,0,27,6,3,2,66.2,199
11,17.79,19.0,15,4,3,5,0,0,3,9,4,1,70.05,890
10,17.25,28.25,11,12,3,18,1,0,9,4,2,2,78.56,679
9,4.0,41.53,15,4,6,7,0,0,36,6,7,4,65.26,496
9,10.81,53.4,11,4,5,20,1,0,19,5,2,3,91.86,361
14,21.74,66.41,9,3,7,12,0,0,38,6,3,4,34.45,83
6,9.86,22.38,9,6,3,13,0,1,20,9,4,3,55.61,359
5,11.91,35.62,9,1,7,20,3,0,6,4,4,3,66.82,441
8,11.11,78.15,9,2,5,14,1,0,8,8,6,2,58.68,13
6,4.31,15.73,12,6,6,19,0,0,11,4,2,4,74.14,175
9,19.52,46.58,14,6,4,14,1,1,21,2,4,7,56.9,17
5,27.84,23.81,18,5,6,12,0,0,29,9,3,5,91.25,939
6,3.45,52.37,12,4,2,24,1,0,29,8,4,1,63.77,167
10,22.36,25.21,18,3,5,9,0,0,5,7,2,0,79.54,79
5,14.2,70.29,17,7,3,3,1,0,33,11,5,1,44.79,487
5,28.89,45.8,7,7,6,10,2,0,9,5,3,3,65.39,1097
8,1.69,30.16,18,3,1,16,0,1,22,6,1,1,72.45,188
10,10.94,52.01,17,4,2,10,2,0,28,2,3,4,65.87,103
8,4.7,47.63,12,11,6,24,1,0,29,8,1,4,72.83,573
4,3.81,56.18,9,8,3,5,0,0,35,7,1,3,35.64,1045
6,5.67,62.72,13,2,5,6,1,0,18,8,2,2,42.57,1188
8,9.73,59.16,12,9,5,16,0,0,31,5,0,2,56.7,915
7,1.77,10.35,10,7,4,22,0,0,8,8,4,0,58.15,197
9,13.11,25.89,7,4,6,21,0,1,12,4,1,5,48.72,1147
7,7.5,46.97,16,6,8,20,2,0,25,1,8,1,76.15,214
8,6.89,42.89,5,3,2,6,0,1,0,9,4,1,75.05,946
11,14.05,67.06,4,4,4,9,0,1,8,4,2,0,47.77,203
8,5.34,18.88,10,5,5,11,1,0,6,4,1,0,88.62,328
8,19.72,56.65,6,6,4,23,0,0,39,4,2,1,82.18,790
5,7.87,16.08,14,8,1,4,0,0,6,2,2,1,89.65,416
6,9.77,60.44,13,3,4,6,0,0,32,6,3,1,69.76,509
7,4.85,36.48,12,5,3,8,0,0,3,7,4,2,79.05,1040
14,20.96,51.11,13,4,4,20,0,0,18,8,3,3,38.58,108
9,10.34,46.89,13,6,1,8,0,0,4,4,3,5,50.51,681
7,12.23,43.27,17,7,6,16,0,0,17,8,3,2,38.3,1114
9,41.88,16.94,20,6,7,15,1,0,16,9,5,1,31.38,582
7,3.28,47.01,8,3,1,6,0,0,13,2,3,3,64.17,409
15,3.13,45.46,18,6,6,6,0,0,31,5,3,3,66.22,1068
5,16.66,46.34,14,1,3,17,0,0,39,6,3,0,100.0,748
5,11.63,16.94,14,6,5,7,0,1,33,6,2,3,48.77,715
6,2.26,49.04,11,5,5,24,0,0,43,8,0,2,66.05,427
7,8.73,17.41,11,6,1,21,2,0,2,6,4,1,56.46,949
7,6.87,29.8,18,5,7,6,2,0,34,6,2,2,43.16,933
10,20.87,37.18,8,5,3,17,1,2,3,4,2,0,87.7,174
5,12.16,60.16,14,8,6,18,0,0,24,3,3,1,62.37,205
3,18.26,50.0,12,9,5,21,1,0,38,5,3,2,56.13,885
9,14.18,32.2,15,5,6,20,1,0,10,3,2,2,51.06,487
5,6.81,63.18,11,8,3,14,0,0,31,6,3,4,57.92,140
11,3.06,58.69,7,7,4,14,0,1,37,11,6,3,69.2,280
11,6.19,20.14,21,3,1,15,0,1,26,5,4,0,50.48,56
5,10.55,37.55,15,7,3,19,0,0,30,2,3,3,47.53,1177
6,9.12,69.06,8,5,3,7,0,2,10,1,3,1,69.72,300
6,15.66,51.73,15,3,0,21,0,0,27,8,2,3,54.7,130
11,10.46,66.14,7,5,4,10,1,0,33,1,3,4,63.13,85
9,13.31,36.41,12,4,2,17,2,0,7,7,4,2,48.85,478
4,46.75,65.38,8,4,2,14,1,0,4,4,1,1,69.25,402
7,10.2,46.7,9,5,5,5,1,0,29,6,3,1,62.0,282
7,18.78,46.7,16,5,1,5,0,0,1,5,3,4,64.34,418
11,7.97,39.05,12,5,5,15,0,0,12,2,1,4,76.08,898
7,3.39,44.84,9,12,2,9,0,1,35,4,6,3,46.69,390
9,11.34,47.92,13,3,5,16,0,1,7,7,2,3,54.73,275
6,14.31,33.56,14,5,5,19,0,0,15,5,3,2,99.43,437
9,20.83,65.2,7,6,5,8,1,0,21,7,3,0,100.0,377
5,2.59,16.37,18,5,5,18,0,0,15,5,4,1,84.01,702
8,14.18,49.38,13,4,3,23,0,1,35,10,4,2,69.2,408
9,0.32,28.25,18,2,6,23,0,1,43,6,2,2,53.67,1126
6,1.89,49.68,13,8,2,18,0,0,2,6,3,2,67.73,1095
9,10.13,65.55,20,3,6,20,0,0,31,7,3,0,60.0,466
6,24.95,61.75,10,7,2,18,0,0,25,10,4,0,76.06,735
10,8.32,43.86,16,6,6,13,2,0,12,6,1,0,49.62,1047
18,2.97,51.55,12,7,1,22,0,0,14,6,3,1,63.14,965
13,11.86,49.34,10,4,5,24,0,0,43,10,2,2,75.19,728
4,6.49,14.91,14,4,6,15,1,0,28,4,2,3,54.07,49
11,1.98,90.68,8,8,9,12,0,0,10,10,4,2,76.12,394
5,9.18,46.05,15,7,5,20,0,0,18,6,4,1,64.37,259
10,9.14,19.15,9,1,1,9,0,0,40,4,2,2,71.72,302
8,12.47,66.8,10,5,1,17,0,0,44,8,5,3,63.82,118
6,10.95,40.1,9,9,6,19,0,0,25,6,4,3,68.45,821
7,14.83,36.61,18,9,4,14,0,0,11,6,5,3,66.6,489
11,32.23,33.5,14,4,1,12,1,0,17,10,1,1,62.78,238
9,9.73,63.06,9,5,0,17,1,0,38,7,1,1,34.43,258
4,6.15,5.0,14,7,4,12,0,0,4,3,2,2,85.81,440
4,15.35,22.67,13,9,3,11,1,1,18,6,1,2,49.45,537
8,26.49,62.98,11,6,2,11,2,0,18,8,3,2,58.97,952
13,23.6,64.29,8,4,4,23,0,0,31,8,4,2,61.49,881
4,1.28,60.18,7,4,1,7,0,0,1,4,3,1,38.22,384
7,21.23,57.57,10,7,4,21,0,1,25,5,6,1,62.34,342
9,4.88,9.27,17,3,4,16,0,0,26,3,4,2,87.51,938
10,1.84,42.41,13,8,6,23,1,0,24,6,4,2,79.47,730
7,21.39,25.23,11,2,6,11,1,0,28,7,1,2,80.52,805
8,16.35,67.65,8,7,8,8,0,0,35,4,3,4,69.44,259
10,2.85,45.22,12,3,6,5,0,0,0,10,2,3,62.25,1128
13,22.09,57.54,5,6,4,13,0,0,19,9,6,0,83.09,978
10,10.46,69.49,11,6,5,18,0,0,16,6,3,3,55.67,86
4,4.52,42.05,15,5,1,12,1,0,30,11,3,2,61.49,738
8,3.31,79.61,11,6,7,10,0,0,43,4,3,2,74.33,1180
6,12.36,54.15,14,6,0,4,2,0,23,8,2,1,37.93,180
8,35.9,54.49,11,5,3,6,0,1,5,2,7,1,75.75,920
6,6.89,52.62,12,4,4,19,0,0,0,5,2,2,74.97,639
7,7.04,35.6,8,4,6,17,0,0,22,5,3,2,73.69,387
10,2.15,59.48,6,6,8,10,1,0,6,3,3,2,81.81,1137
8,3.43,32.62,9,7,3,9,0,0,42,6,5,2,47.84,979
13,6.63,37.3,9,3,5,17,3,1,0,5,5,2,55.26,226
15,18.09,33.37,11,6,1,8,1,0,37,8,6,0,55.34,689
8,13.89,55.77,10,5,5,6,0,0,31,3,1,0,69.47,565
6,4.79,43.35,14,2,11,10,0,0,19,5,4,1,59.92,1139
10,4.3,108.59,6,2,1,6,0,0,40,3,3,1,66.32,42
6,6.0,63.02,18,12,4,19,1,0,38,2,1,0,82.37,38
11,3.26,44.99,12,7,6,18,0,0,39,7,1,2,73.88,754
4,16.19,49.89,11,0,5,20,2,0,15,5,2,3,51.93,916
9,4.21,14.72,12,5,2,5,0,0,5,7,3,4,44.99,1142
7,5.52,16.92,7,2,2,13,0,1,24,10,5,0,73.15,1167
9,6.77,56.01,11,5,4,17,1,0,11,11,5,2,69.77,1099
9,12.23,70.94,9,2,5,20,0,0,18,6,1,0,31.55,607
12,28.3,22.65,12,4,6,16,0,0,16,5,1,6,80.13,561
6,14.14,42.63,8,5,5,23,0,0,27,7,1,2,82.8,141
7,27.3,37.52,12,3,4,20,2,0,8,5,4,1,58.41,1052
13,5.45,54.05,10,7,3,14,0,0,42,7,4,2,63.27,281
6,25.52,21.43,18,4,3,14,1,0,19,6,4,4,72.52,704
13,10.7,46.72,12,6,2,6,1,0,39,5,0,1,68.55,775
10,11.38,56.33,13,5,3,18,0,0,8,9,2,2,40.17,899
12,2.75,57.23,7,5,2,5,0,0,34,7,3,2,38.85,1068
11,14.68,20.06,10,5,6,9,0,1,2,7,1,2,57.66,851
8,25.64,42.95,18,4,2,8,1,0,35,4,3,1,45.87,360
6,17.02,33.06,14,5,1,19,1,1,32,5,2,3,78.42,463
14,4.31,37.9,13,5,5,13,1,0,28,11,1,0,60.32,933
9,4.58,29.77,11,5,7,7,0,0,0,7,4,4,57.85,211
9,13.49,41.69,13,2,1,5,0,0,33,5,3,0,50.78,673
4,29.09,13.57,10,3,4,15,2,1,6,5,3,1,64.75,576
6,15.37,45.54,15,7,3,16,0,0,21,4,1,2,65.7,852
12,42.34,31.61,19,5,1,10,0,0,4,4,1,2,78.74,1150
5,0.98,24.61,17,8,0,6,0,0,33,1,4,0,39.86,26
6,18.18,25.74,12,5,4,8,2,0,3,6,2,1,57.32,351
4,29.99,67.07,13,3,4,14,1,0,30,7,1,1,49.17,740
10,26.2,16.6,11,3,4,9,0,0,0,3,5,2,56.05,45
6,14.72,35.05,9,2,2,15,0,0,24,2,3,1,58.82,984
7,7.84,42.18,11,3,5,18,0,0,7,7,3,4,59.61,1016
6,12.62,13.24,21,4,2,20,2,0,42,3,5,0,61.68,811
6,4.92,54.06,13,1,4,19,0,0,26,9,3,0,80.78,387
5,12.85,43.1,16,4,4,15,0,0,38,3,4,2,57.6,550
8,10.59,62.07,19,4,4,20,0,0,27,10,4,1,85.04,956
12,13.54,29.34,19,5,3,23,0,1,25,4,5,3,83.91,372
7,5.96,78.3,8,5,6,19,0,0,4,5,3,1,49.64,1090
9,13.26,15.78,11,1,3,6,1,0,24,3,3,0,46.69,248
8,32.87,31.56,12,4,3,21,1,0,26,3,2,0,40.59,826
8,6.24,75.05,17,1,4,17,0,1,39,1,0,6,42.21,116
8,16.61,58.67,13,7,3,7,0,0,23,7,7,2,78.91,189
7,1.35,69.3,9,4,6,3,0,0,38,5,0,3,68.79,1083
8,5.48,35.0,18,12,6,12,0,0,0,5,1,1,62.99,1196
9,19.52,34.47,8,5,3,18,0,1,42,2,2,4,48.24,264
11,6.74,58.96,16,3,6,24,0,2,27,8,3,1,79.13,931
6,7.02,67.15,11,8,1,11,1,0,11,5,6,2,78.51,762
8,5.68,40.63,13,11,5,11,1,0,3,8,4,0,68.17,353
6,22.5,27.78,14,5,7,23,0,0,6,9,5,4,56.26,913
6,26.01,48.93,12,7,3,24,2,0,12,7,2,3,90.69,723
7,20.15,25.53,15,6,1,5,0,0,10,1,2,3,71.16,573
9,11.59,36.04,14,7,6,21,1,0,6,5,1,2,76.85,695
13,19.23,39.36,9,7,4,24,0,1,1,7,2,2,56.23,504
7,5.05,44.79,17,4,5,11,0,0,2,6,5,1,64.74,429
9,28.59,18.46,7,3,4,20,0,0,12,7,3,3,39.48,838
15,5.64,32.34,11,4,5,12,0,0,21,10,4,1,59.52,473
9,7.6,47.43,9,5,4,6,0,0,21,6,6,2,79.17,780
12,5.09,55.93,14,5,4,22,1,0,4,5,8,0,85.6,276
7,25.01,59.19,14,4,3,5,0,0,23,7,5,2,52.53,779
8,9.23,72.15,10,2,5,16,0,0,33,3,4,1,46.75,621
11,5.01,41.39,11,5,4,21,0,0,19,4,0,4,65.91,689
12,9.31,43.6,8,3,3,4,1,0,36,5,5,4,66.64,499
6,13.99,42.28,10,8,6,20,0,0,11,2,2,5,63.63,541
12,14.78,42.68,17,5,5,7,1,0,5,5,2,1,44.38,106
8,6.94,25.33,9,3,1,3,0,1,5,5,3,2,60.31,1016
5,4.73,51.47,19,3,3,11,0,0,10,6,2,1,69.47,596
11,11.19,74.41,14,3,5,4,0,0,2,6,4,4,47.14,892
11,9.83,51.78,15,9,6,16,0,0,33,5,3,1,62.11,233
4,5.76,88.02,11,3,4,20,1,0,17,3,3,2,63.55,362
9,22.26,40.95,9,1,6,6,0,1,7,9,4,3,62.51,601
2,8.21,80.11,9,4,3,21,0,1,17,5,1,0,62.96,169
9,7.42,31.24,13,5,9,5,0,0,18,9,4,3,68.42,845
10,8.77,37.29,11,2,2,3,1,0,23,7,4,0,62.49,897
10,10.9,38.68,14,5,2,21,0,0,16,10,4,1,70.58,579
10,16.41,45.93,16,2,6,4,0,0,21,1,2,4,64.65,1025
10,7.1,42.34,5,4,5,11,0,1,11,7,3,3,72.19,1197
11,11.6,44.78,12,2,6,5,0,0,39,7,6,2,77.98,79
9,22.61,18.72,19,5,1,3,0,0,27,5,4,3,76.25,1049
7,11.14,94.21,8,5,4,8,3,0,28,1,4,1,28.42,863
10,65.16,52.2,13,2,4,18,0,0,8,5,1,2,66.58,845
8,25.48,53.02,13,7,3,11,1,0,34,3,5,2,74.77,89
13,6.44,36.29,7,3,0,13,0,1,35,3,3,1,68.06,505
9,10.87,51.82,12,4,4,23,0,1,44,7,4,1,48.57,23
6,22.09,50.69,7,4,4,13,0,0,16,8,1,4,79.45,691
7,21.38,52.21,15,3,5,15,0,0,21,11,5,4,63.0,58
12,11.76,12.94,13,8,7,11,1,1,41,4,2,4,88.32,843
13,8.18,49.82,14,10,4,18,0,0,30,6,3,1,71.02,652
7,18.03,46.17,15,4,3,5,1,0,6,4,3,2,100.0,891
9,20.02,45.35,13,10,2,9,1,0,2,5,1,3,66.58,1069
9,16.96,38.28,8,3,4,11,0,0,23,2,2,4,42.61,988
12,0.92,37.97,12,3,3,19,0,0,37,14,2,2,72.9,399
8,30.43,56.07,13,4,6,23,0,0,16,5,2,1,55.89,477
8,8.51,47.32,13,1,6,6,0,0,18,4,3,1,53.47,206
5,12.92,10.26,16,2,6,7,0,0,40,4,4,1,65.65,1135
